Variety,Year,Production,rPrice,Area,Colour,Country
Sangiovese,2010,3730.899969,716.6605225,483.2,Red,Italy
Sangiovese,2011,3200.832952,652.3163452,489.4949965,Red,Italy
Sangiovese,2012,3476.340026,994.7305298,520.0499969,Red,Italy
Sangiovese,2013,2875.342453,678.1974487,479.3333337,Red,Italy
Sangiovese,2014,2638.318383,764.781189,458.2366662,Red,Italy
Sangiovese,2015,4608.594028,736.0515747,447.2499982,Red,Italy
Sangiovese,2016,2828.505014,892.7022705,440.7574652,Red,Italy
Sangiovese,2017,3901.414047,769.2786255,432.2649353,Red,Italy
Sangiovese,2018,3398.312009,985.0117188,431.7724047,Red,Italy
Sangiovese,2019,3965.91103,1084.312622,440.5992874,Red,Italy
Sangiovese,2020,3251.450005,1047.744019,424.5992874,Red,Italy
Sangiovese,2021,5537.866034,1025.668701,420.5992874,Red,Italy
Sangiovese,2022,4824.257975,1107.998047,432.5992874,Red,Italy
Sangiovese,2023,4649.579,988.5466919,430.5992874,Red,Italy
Sauvignon Blanc,2001,25736.00013,1859.809692,2495.856818,White,France
Sauvignon Blanc,2002,29133.88984,1660.835693,2718.098109,White,France
Sauvignon Blanc,2003,21364.50012,1844.841431,2757.97303,White,France
Sauvignon Blanc,2004,41952.29316,1837.890747,2955.188381,White,France
Sauvignon Blanc,2005,40103.50023,1782.123047,3184.997358,White,France
Sauvignon Blanc,2006,41948.69995,1615.5802,3783.511696,White,France
Sauvignon Blanc,2007,37855.85662,1739.673218,4415.277734,White,France
Sauvignon Blanc,2008,66705.00014,1722.186646,5223.678006,White,France
Sauvignon Blanc,2009,60766.48013,1212.670776,5765.287599,White,France
Sauvignon Blanc,2010,73817.40062,993.5276489,6349.19998,White,France
Sauvignon Blanc,2011,74179.21413,780.5717163,6678.869971,White,France
Sauvignon Blanc,2012,82653.53166,748.0622559,6943.000014,White,France
Sauvignon Blanc,2013,76638.28374,740.6104126,6797.203332,White,France
Sauvignon Blanc,2014,88462.79086,691.5291138,6643.066732,White,France
Sauvignon Blanc,2015,83637.98743,686.5078125,6464.480055,White,France
Sauvignon Blanc,2016,88789.71352,701.6784668,6502.710632,White,France
Sauvignon Blanc,2017,94334.43058,740.2027588,6545.403586,White,France
Sauvignon Blanc,2018,78738.90239,752.8612671,6599.4543,White,France
Sauvignon Blanc,2019,82147.45356,720.3195801,6550.714742,White,France
Sauvignon Blanc,2020,78783.13259,739.0667725,6537.603292,White,France
Sauvignon Blanc,2021,90686.08453,790.8723755,6495.623251,White,France
Sauvignon Blanc,2022,81929.27226,863.3344727,6461.623251,White,France
Sauvignon Blanc,2023,77905.524,825.0933228,6430.623251,White,France
Sultaniye,2001,73418.90059,562.093689,10471.37315,White,Turkey
Sultaniye,2002,66646.499,524.7659912,10425.3175,White,Turkey
Sultaniye,2003,34445.30096,527.8744507,9230.772277,White,Turkey
Sultaniye,2004,58168.83338,489.8309631,8295.894134,White,Turkey
Sultaniye,2005,35584.0002,467.2154236,7224.962428,White,Turkey
Sultaniye,2006,14943.29976,399.1920166,6613.768748,White,Turkey
Sultaniye,2007,20097.17299,367.2984924,5850.325947,White,Turkey
Sultaniye,2008,16874.75014,508.3683167,5057.349613,White,Turkey
Sultaniye,2009,9960.051758,393.6871338,2800.050118,White,Turkey
Sultaniye,2010,2564.999988,302.3908081,647.5999942,White,Turkey
Sultaniye,2011,2060.703857,300.7527161,468.4899874,White,Turkey
Sultaniye,2012,1902.229985,292.7149963,352.9899974,White,Turkey
Sultaniye,2013,2029.881775,290.0508728,281.4933329,White,Turkey
Sultaniye,2014,857.7366333,243.7682648,227.496666,White,Turkey
Sultaniye,2015,479.980011,267.3999939,177.5,White,Turkey
Sultaniye,2016,525.9400024,264.6915283,173.6084938,White,Turkey
Sultaniye,2017,427.4599915,258.4625244,172.7169886,White,Turkey
Sultaniye,2018,697.7999992,283.9645996,170.8254833,White,Turkey
Sultaniye,2019,603.7100034,305.1341553,151.9604688,White,Turkey
Sultaniye,2020,198.7499995,0,150.9604688,White,Turkey
Sultaniye,2021,115.2799988,0,147.9604688,White,Turkey
Sultaniye,2022,0,0,128.9604688,White,Turkey
Sultaniye,2023,118.02,0,121.9604688,White,Turkey
Shiraz,2001,314689.9989,2093.790039,27069.75095,Red,France
Shiraz,2002,337964.1479,1953.897339,29832.87102,Red,France
Shiraz,2003,323346.6023,1723.203491,32403.8387,Red,France
Shiraz,2004,451147.7293,1481.133911,34531.881,Red,France
Shiraz,2005,431818.8018,1327.280396,36600.62525,Red,France
Shiraz,2006,426629.9973,1119.303223,38427.96014,Red,France
Shiraz,2007,278060.4979,1129.4729,41607.41298,Red,France
Shiraz,2008,443912.9623,1434.038452,43552.7351,Red,France
Shiraz,2009,390756.7871,951.2559814,43463.65037,Red,France
Shiraz,2010,377079.3,911.8827515,43100.10017,Red,France
Shiraz,2011,274022.8456,742.1175537,42843.76004,Red,France
Shiraz,2012,335795.8824,874.7433472,42656.42025,Red,France
Shiraz,2013,365366.8196,905.8740845,42150.68052,Red,France
Shiraz,2014,380671.6479,808.3471069,41599.17997,Red,France
Shiraz,2015,370975.4767,852.9518433,41054.98023,Red,France
Shiraz,2016,379828.5758,952.1915894,41288.3269,Red,France
Shiraz,2017,439939.0298,1044.538696,41569.29169,Red,France
Shiraz,2018,364846.7779,1068.545776,42101.47145,Red,France
Shiraz,2019,381819.1178,1132.425537,42469.1391,Red,France
Shiraz,2020,339859.0515,1138.5354,42791.45177,Red,France
Shiraz,2021,480161.7267,1089.505371,43117.88867,Red,France
Shiraz,2022,391661.3003,834.3520508,43279.88867,Red,France
Shiraz,2023,313895.291,823.3353271,43605.88867,Red,France
Semillon,2001,88006.19981,1134.873535,6235.95765,White,France
Semillon,2002,101263.9119,1122.007324,6310.25423,White,France
Semillon,2003,76462.79982,1071.268188,6104.478164,White,France
Semillon,2004,99431.69938,993.5786133,6035.284451,White,France
Semillon,2005,97894.29998,1006.08429,5855.91668,White,France
Semillon,2006,95352.59912,840.1166382,5828.718851,White,France
Semillon,2007,74826.82578,876.732605,6244.013489,White,France
Semillon,2008,99559.30948,925.4729004,6436.752282,White,France
Semillon,2009,63231.77392,656.0232544,6285.706203,White,France
Semillon,2010,76330.39998,571.2440186,6195.799987,White,France
Semillon,2011,70192.00746,500.5266113,5935.52495,White,France
Semillon,2012,73116.44057,522.6478882,5688.390049,White,France
Semillon,2013,63701.08376,459.6844482,5390.140007,White,France
Semillon,2014,59145.7912,497.8730774,5093.140009,White,France
Semillon,2015,62581.5486,423.6846924,4804.939969,White,France
Semillon,2016,56297.14256,413.0859985,4597.114602,White,France
Semillon,2017,61866.1709,442.8248901,4393.289132,White,France
Semillon,2018,51386.08614,475.5253601,4191.463623,White,France
Semillon,2019,48268.84844,491.2998657,3962.843882,White,France
Semillon,2020,45695.04292,511.984314,3861.843882,White,France
Semillon,2021,56490.33675,525.368103,3828.843882,White,France
Semillon,2022,49914.41313,545.692627,3799.843882,White,France
Semillon,2023,44541.163,528.0994873,3787.843882,White,France
Tarrango,2001,2689.999951,1031.129761,94.40000315,Red,Australia
Tarrango,2002,2590.319963,1042.9375,113.9500027,Red,Australia
Tarrango,2003,2144.399951,945.5562744,99.59999806,Red,Australia
Tarrango,2004,4273.035205,903.0604248,129.4375185,Red,Australia
Tarrango,2005,2724.499973,709.9862671,145.1000001,Red,Australia
Tarrango,2006,1741.799975,622.5999756,141.1000001,Red,Australia
Tarrango,2007,2147.968079,455.7691345,109.4509421,Red,Australia
Tarrango,2008,1830.640034,736.7936401,101.9100018,Red,Australia
Tarrango,2009,177,474.9300232,61.30500081,Red,Australia
Tarrango,2010,728.7999889,357.2776489,66.80000003,Red,Australia
Tarrango,2011,268.6097641,398.2792664,15,Red,Australia
Tarrango,2012,21,332.918335,5,Red,Australia
Tarrango,2013,244.6004333,451.030365,5,Red,Australia
Tarrango,2014,0,0,0,Red,Australia
Tarrango,2015,338.8939972,248.7441864,4,Red,Australia
Tarrango,2016,80.54000092,0,4,Red,Australia
Tarrango,2017,341.9599991,0,4,Red,Australia
Tarrango,2018,265.2599983,0,0,Red,Australia
Tarrango,2019,350.6199951,0,29.20815372,Red,Australia
Tarrango,2020,136.3800049,0,29.20815372,Red,Australia
Tarrango,2021,169.9499969,0,29.20815372,Red,Australia
Tarrango,2022,0,0,29.20815372,Red,Australia
Tarrango,2023,348.03,0,29.20815372,Red,Australia
Tempranillo,2001,171.9999982,1805.87085,22.75300051,Red,Spain
Tempranillo,2002,406.6000017,1372.018799,51.7162503,Red,Spain
Tempranillo,2003,653.7999973,1281.536743,108.3754009,Red,Spain
Tempranillo,2004,1421.650227,1473.477417,134.1182577,Red,Spain
Tempranillo,2005,2055.500016,1495.587769,196.5709993,Red,Spain
Tempranillo,2006,1546.299993,1008.048706,251.726199,Red,Spain
Tempranillo,2007,1803.42875,1223.89856,314.4648876,Red,Spain
Tempranillo,2008,3670.250048,1474.888428,346.5446494,Red,Spain
Tempranillo,2009,2594.941438,1096.942871,394.7620739,Red,Spain
Tempranillo,2010,2655.399987,1662.118286,473.8999976,Red,Spain
Tempranillo,2011,2284.648646,1168.120117,515.3950015,Red,Spain
Tempranillo,2012,3063.770005,1210.333008,550.7200019,Red,Spain
Tempranillo,2013,3503.62935,931.800415,579.6333333,Red,Spain
Tempranillo,2014,3154.097389,908.3620605,613.5566618,Red,Spain
Tempranillo,2015,4080.904006,1038.723633,662.8899991,Red,Spain
Tempranillo,2016,6557.516008,887.4043579,714.7597704,Red,Spain
Tempranillo,2017,5139.250973,969.2596436,762.6295389,Red,Spain
Tempranillo,2018,4568.82697,1168.171875,799.49931,Red,Spain
Tempranillo,2019,5399.996995,1312.8479,849.3690685,Red,Spain
Tempranillo,2020,4292.12701,1186.739624,850.3690685,Red,Spain
Tempranillo,2021,5238.769043,1316.771484,864.3690685,Red,Spain
Tempranillo,2022,4356.911998,1146.848145,856.3690685,Red,Spain
Tempranillo,2023,3089.343,1320.538696,840.3690685,Red,Spain
Trebbiano Toscano,2001,7238.700106,624.3668823,672.7000241,White,Italy
Trebbiano Toscano,2002,7340.559841,548.9760742,656.2000024,White,Italy
Trebbiano Toscano,2003,6078.500096,534.4316406,488.4000125,White,Italy
Trebbiano Toscano,2004,6339.316054,559.720459,453.7986812,White,Italy
Trebbiano Toscano,2005,5332.3002,534.6708374,350,White,Italy
Trebbiano Toscano,2006,4079.699901,443.8588867,294.1000122,White,Italy
Trebbiano Toscano,2007,2544.685869,424.524231,238.8321949,White,Italy
Trebbiano Toscano,2008,2739.450097,501.3603516,211.5926451,White,Italy
Trebbiano Toscano,2009,1961.10038,286.1915588,153.3300023,White,Italy
Trebbiano Toscano,2010,840.9999739,407.5198364,96.60000139,White,Italy
Trebbiano Toscano,2011,431.1814795,357.8414001,20,White,Italy
Trebbiano Toscano,2012,0,0,20,White,Italy
Trebbiano Toscano,2013,349.4531841,336.3945007,19,White,Italy
Trebbiano Toscano,2014,362.8352966,256.4385376,19,White,Italy
Trebbiano Toscano,2015,373.1649904,250.8402863,19,White,Italy
Trebbiano Toscano,2016,324.2649918,312.3724365,15,White,Italy
Trebbiano Toscano,2017,290.0089951,313.5276794,15,White,Italy
Trebbiano Toscano,2018,349.0970039,324.9909668,15,White,Italy
Trebbiano Toscano,2019,296.5670079,366.0005798,38.16698986,White,Italy
Trebbiano Toscano,2020,267.0259903,391.3108521,38.16698986,White,Italy
Trebbiano Toscano,2021,265.0600053,378.6604614,37.16698986,White,Italy
Trebbiano Toscano,2022,0,0,36.16698986,White,Italy
Trebbiano Toscano,2023,185.216,0,36.16698986,White,Italy
Verdelho,2001,12495.39992,1549.809204,1212.605551,White,Portugal
Verdelho,2002,16064.26977,1137.09021,1420.145212,White,Portugal
Verdelho,2003,15426.40014,1129.772705,1500.552092,White,Portugal
Verdelho,2004,18820.43041,1046.522705,1555.984425,White,Portugal
Verdelho,2005,18390.69992,1055.132935,1465.953697,White,Portugal
Verdelho,2006,19925.50023,896.6223755,1585.461902,White,Portugal
Verdelho,2007,14893.33538,974.3129272,1684.065996,White,Portugal
Verdelho,2008,20995.60015,993.0884399,1660.077031,White,Portugal
Verdelho,2009,16457.1477,771.015564,1560.062332,White,Portugal
Verdelho,2010,13524.79985,549.0336914,1536.100008,White,Portugal
Verdelho,2011,12144.19937,534.5343018,1405.26001,White,Portugal
Verdelho,2012,10438.82999,578.8641357,1303.179996,White,Portugal
Verdelho,2013,8761.874128,599.3577271,1189.349994,White,Portugal
Verdelho,2014,7660.68022,528.8722534,1110.459984,White,Portugal
Verdelho,2015,11094.27724,451.6911316,1053.40999,White,Portugal
Verdelho,2016,9526.016046,412.6622314,1063.113048,White,Portugal
Verdelho,2017,6806.250037,468.9943848,1063.816125,White,Portugal
Verdelho,2018,7587.917105,518.1230469,1063.5192,White,Portugal
Verdelho,2019,7333.966057,523.3321533,1090.697914,White,Portugal
Verdelho,2020,5675.255969,541.0338135,1061.697914,White,Portugal
Verdelho,2021,6030.233926,575.3369141,1058.697914,White,Portugal
Verdelho,2022,6890.786033,560.0264282,1057.697914,White,Portugal
Verdelho,2023,4398.516,568.442688,1055.697914,White,Portugal
Vermentino,2001,0,0,0,White,Italy
Vermentino,2002,0,0,0,White,Italy
Vermentino,2003,0,0,0,White,Italy
Vermentino,2004,0,0,0,White,Italy
Vermentino,2005,0,0,0,White,Italy
Vermentino,2006,0,0,0,White,Italy
Vermentino,2007,0,0,0,White,Italy
Vermentino,2008,0,0,0,White,Italy
Vermentino,2009,61.42642021,1754.018433,3,White,Italy
Vermentino,2010,0,0,3,White,Italy
Vermentino,2011,52.98656273,1017.414429,3,White,Italy
Vermentino,2012,349.9100017,705.7868652,39.90000026,White,Italy
Vermentino,2013,915.7361944,768.1570435,61.17666706,White,Italy
Vermentino,2014,1273.531927,504.9713135,71.56333357,White,Italy
Vermentino,2015,1044.71499,409.1358948,90.01999989,White,Italy
Vermentino,2016,1181.888992,625.7516479,83.76956883,White,Italy
Vermentino,2017,2358.493008,592.5586548,98.51913708,White,Italy
Vermentino,2018,1666.279989,701.6670532,97.26870736,White,Italy
Vermentino,2019,1779.511992,603.2453003,98.01827654,White,Italy
Vermentino,2020,1430.165984,832.7805786,97.01827654,White,Italy
Vermentino,2021,1764.372994,881.092041,103.0182765,White,Italy
Vermentino,2022,1479.765006,886.5601196,104.0182765,White,Italy
Vermentino,2023,1413.257,774.5645752,104.0182765,White,Italy
Viognier,2001,615.200003,3103.22168,98.62188189,White,France
Viognier,2002,1225.500001,2300.5,159.0342002,White,France
Viognier,2003,1795.700001,2153.932861,239.6283993,White,France
Viognier,2004,3935.988941,2120.115723,398.2831066,White,France
Viognier,2005,5482.799993,2034.054199,619.0914983,White,France
Viognier,2006,6551.299984,1633.525146,740.154751,White,France
Viognier,2007,8550.55053,1178.973267,1039.889279,White,France
Viognier,2008,12805.47004,1416.117676,1172.708047,White,France
Viognier,2009,12366.60481,873.6933594,1290.056926,White,France
Viognier,2010,11945.49996,707.8771362,1411.599988,White,France
Viognier,2011,9284.538572,576.831665,1337.429994,White,France
Viognier,2012,9002.600099,627.6514282,1253.009998,White,France
Viognier,2013,10718.80512,555.3598022,1097.513327,White,France
Viognier,2014,8215.642818,565.2272949,959.7466665,White,France
Viognier,2015,6590.99999,555.1040039,848.4600032,White,France
Viognier,2016,7073.603088,650.1793823,812.7120836,White,France
Viognier,2017,6099.999001,618.4971924,797.9641628,White,France
Viognier,2018,5663.377942,665.6116943,789.2162409,White,France
Viognier,2019,5802.629972,603.4853516,751.4683248,White,France
Viognier,2020,4999.124031,646.3338013,725.4683248,White,France
Viognier,2021,5593.850987,677.9272461,722.4683248,White,France
Viognier,2022,5249.080876,645.5265503,692.4683248,White,France
Viognier,2023,4197.114,680.9453125,686.4683248,White,France
